offer,reason
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
20,"I want to propose a fair amount to encourage acceptance while still keeping a majority for myself. Offering $20 to the other player seems reasonable, as it gives them something without diminishing my winning too much."
20,"I want to propose a fair amount to encourage acceptance while still keeping a majority for myself. Offering $20 to the other player seems reasonable, as it gives them something without diminishing my winning too much."
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
20,"I want to propose a fair amount to encourage acceptance while still keeping a majority for myself. Offering $20 to the other player seems reasonable, as it gives them something without diminishing my winning too much."
10,"I want to maximize my gain while still offering a fair amount to encourage acceptance, so I will keep $90 and offer $10. This allocation tends to be viewed as self-serving but still provides something to the responder."
30,"I want to maximize my own gain while still offering a fair amount to the other player. A slightly larger amount for myself may encourage them to accept the deal, even without the right to reject."
20,"I want to propose a fair amount to encourage acceptance while still keeping a majority for myself. Offering $20 to the other player seems reasonable, as it gives them something without diminishing my winning too much."
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
20,"I want to maximize my own gain while offering a reasonable amount to the other player to create a cooperative atmosphere, although they cannot reject. Therefore, I will keep a larger portion for myself but still offer enough to appear fair."
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
30,"I want to offer a fair amount to the other player to ensure they feel valued, while still keeping a significant portion for myself. Offering 30 dollars gives them a sizable amount, which increases the chances of acceptance."
30,"As a proposer, I want to make an offer that is generous enough to encourage acceptance but still retains a significant amount for myself. Offering 30 dollars to the other player allows me to keep 70 dollars while providing them with a reasonable share that may lead to acceptance."
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
30,"I want to maximize my own gain while still offering a fair amount to the other player. A slightly larger amount for myself may encourage them to accept the deal, even without the right to reject."
10,"To maximize my own gain while still making an offer that may be perceived as acceptable to the other player, I propose to keep a significant portion for myself but leave enough for them to feel satisfied with the offer, minimizing the likelihood of rejection."
20,"I want to maximize my own gain while still offering a reasonable amount to encourage acceptance, ensuring my proposal seems fair enough to potentially avoid conflict without losing out significantly."
