offer,reason
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
30,"Given that I will benefit regardless of the responder's decision, I should offer an amount that is reasonable enough to encourage acceptance while still keeping a substantial portion for myself. A 70-30 split seems fair and may lead to acceptance."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to keep a substantial amount for myself while still offering a reasonable amount to increase the likelihood of acceptance. Offering $20 to the responder should make my proposal seem fair enough, while I retain $80."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
10,"In order to maximize my gain while still being fair, I will offer a small amount to the other player to ensure that they feel satisfied enough to accept the proposal, while I keep the majority for myself."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"To maximize my own gain while still being generous enough to encourage acceptance, I will offer the responder a smaller share, yet enough to make the proposal attractive."
30,"Offering a sum that is perceived as fair can encourage a more positive outcome, balancing the desire to maximize my gains while still appearing reasonable. I decide to keep 70 dollars and offer 30 dollars to the other player, ensuring that my offer is substantial enough to be accepted."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
30,I want to maximize my own benefit while still offering a reasonable amount to the other player. I will keep a significant portion for myself but give the other player enough to make my offer seem fair and attractive.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"I want to maximize my own gain while still offering the responder a reasonable amount that could encourage acceptance. Offering 10 dollars to the other player seems fair, as they would at least get something, while I keep 90 dollars."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"Considering human psychology and the tendency for people to accept proposals that offer them anything reasonable, I will offer a fair amount to the other player while still keeping a majority for myself."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable sum to the other player to encourage acceptance.
1,"To maximize my own gain while minimizing the chances of the responder feeling undervalued, I will offer a small amount, ensuring I retain the majority of the money. Offering 1 dollar seems reasonable for the responder to consider it."
20,"To maximize my own gain while still offering the other player something, I will keep a significant amount for myself and offer a smaller share. This strategy may incentivize the responder to accept my proposal, as even a small amount is better than nothing."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to maximize my own gain while still offering the responder a reasonable amount that could encourage acceptance. Offering 10 dollars to the other player seems fair, as they would at least get something, while I keep 90 dollars."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"Offering a sum that is perceived as fair can encourage a more positive outcome, balancing the desire to maximize my gains while still appearing reasonable. I decide to keep 70 dollars and offer 30 dollars to the other player, ensuring that my offer is substantial enough to be accepted."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my gain while still offering a reasonable amount to the other player to minimize any potential rejection, even though they can't actually reject my offer."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,"I want to maximize my own gain while still offering the responder a reasonable amount that could encourage acceptance. Offering 10 dollars to the other player seems fair, as they would at least get something, while I keep 90 dollars."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
30,"Offering a sum that is perceived as fair can encourage a more positive outcome, balancing the desire to maximize my gains while still appearing reasonable. I decide to keep 70 dollars and offer 30 dollars to the other player, ensuring that my offer is substantial enough to be accepted."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
30,"I want to make an offer that is fair enough to potentially be viewed positively by the other player, while still keeping a substantial amount for myself. Offering them $30 seems like a reasonable division that preserves my benefit while also showing generosity."
20,I want to keep a significant portion for myself but also offer a fair amount to the other player to make it more enticing for them to accept my proposal.
20,"To maximize my own gain while maintaining a sense of fairness, I will keep a larger portion for myself and offer a smaller amount to the other player. This way, I ensure I receive a significant amount while offering enough to the other player that might make them inclined to accept, if that were a consideration in this context."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my own gain while still offering an amount that seems generous enough to encourage acceptance, so I will keep a majority of the money while still offering a meaningful amount to the other player."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,"I want to keep a significant portion for myself while still offering enough to the other player so they might feel inclined to accept the proposal. Offering $20 seems fair, as it gives them something while I keep $80."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
30,"I want to keep a significant amount for myself while still offering enough to the other player to potentially make them feel satisfied with my offer. By keeping 70 dollars for myself and offering 30 dollars, I strike a balance that prioritizes my benefit but still shows some consideration for the other player's share."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to keep a significant portion for myself but also offer a fair amount to the other player to make it more enticing for them to accept my proposal.
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
