offer,reason
10,"To maximize my gain while still providing a small incentive for the other player to feel good about the offer, I will offer them a modest amount. This will likely lead them to accept the offer."
40,"I want to make a fair offer that provides the other player with some incentive to accept my proposal, while still allowing me to keep a significant amount. Offering 40 dollars to the other player keeps the distribution reasonable and might encourage acceptance."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"To maximize my gain while still offering enough to make it appear fair, I will offer a small amount to the other player. This strategy allows me to keep the majority of the money while minimizing the likelihood of rejection."
30,"Offering a sum that is perceived as fair can encourage a more positive outcome, balancing the desire to maximize my gains while still appearing reasonable. I decide to keep 70 dollars and offer 30 dollars to the other player, ensuring that my offer is substantial enough to be accepted."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,"I want to maximize my gain while still offering a reasonable amount to the other player to minimize any potential rejection, even though they can't actually reject my offer."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
