offer,reason
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,"I want to maximize my own gain while still offering a reasonable amount to incentivize acceptance, aiming for a balance between selfishness and fairness."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"To maximize my own payoff while still providing the responder with a reasonable offer, I will propose to keep 80 dollars for myself and offer 20 dollars to the other player. This offer gives them something substantial to gain, which might encourage them to accept."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to keep a significant amount for myself while still offering a fair amount to encourage acceptance, promoting a positive interaction. A fair offer could also reduce the risk of rejection if the other player values fairness."
30,"I want to keep a significant portion for myself while still offering enough to the other player to ensure a favorable outcome. A split of 70 to 30 is likely to be perceived as fair enough; I keep 70 dollars to myself and offer 30 dollars to the other player, as this balance maximizes my gain while providing them with a reasonable amount."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
