offer,reason
30,I want to balance fairness and maximization of my own gain. Offering a reasonable amount encourages acceptance while still allowing me to retain a larger share.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to propose a fair split that incentivizes the other player to accept my offer while also allowing me to keep a reasonable amount for myself.
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
20,I want to maximize my gain while offering a reasonable amount to encourage acceptance. I will keep $80 for myself and offer $20 to the other player.
30,"As the proposer, I want to offer a reasonable amount to the other player while also ensuring I keep a substantial portion for myself. A typical fair split could encourage acceptance, so I'll aim for a 70-30 division."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
10,"Offering a smaller amount to the other player while keeping the majority for myself maximizes my gain, as the responder has no right to reject the proposal."
20,"I want to make a proposal that is fair but also benefits me significantly, aiming for a balance that encourages acceptance."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
