offer,reason
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
20,I want to maximize my gain while offering a reasonable amount to encourage acceptance. I will keep $80 for myself and offer $20 to the other player.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I want to keep a majority of the money for myself while still offering a reasonable amount to the other player to encourage acceptance, so I will keep 70 dollars and offer 30 dollars."
20,I want to maximize my gain while offering a reasonable amount to encourage acceptance. I will keep $80 for myself and offer $20 to the other player.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
10,"Offering a smaller amount to the other player while keeping the majority for myself maximizes my gain, as the responder has no right to reject the proposal."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
40,"To incentivize the other player to accept the offer, I want to keep a fair amount for myself while still offering them a reasonable share. I will offer them 40 dollars, which is a significant portion, and keep 60 dollars for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
10,"Offering a smaller amount to the other player while keeping the majority for myself maximizes my gain, as the responder has no right to reject the proposal."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
