offer,reason
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to make an offer that is fair enough to incentivize acceptance while also allowing me to keep a significant portion of the money.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to offer a fair amount to encourage the other player to accept the proposal while still retaining a reasonable sum for myself.
40,I want to make an offer that is fair yet leaves me with a decent amount while maximizing the chances of acceptance.
40,I want to make an offer that is fair yet leaves me with a decent amount while maximizing the chances of acceptance.
30,I want to offer a fair amount to encourage the other player to accept the proposal while still retaining a reasonable sum for myself.
30,I want to make an offer that is fair enough to incentivize acceptance while also allowing me to keep a significant portion of the money.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,"I want to propose an offer that is fair enough to incentivize acceptance while still keeping a larger portion for myself. Offering a reasonable amount should encourage the other player to accept, reducing the chance of rejection."
40,I want to make an offer that is fair yet leaves me with a decent amount while maximizing the chances of acceptance.
40,"I want to make an offer that is fair enough to encourage acceptance while still allowing me to keep a significant portion of the money. A reasonable offer could be to keep 60 dollars and give 40 dollars to the other player. This way, the other player feels that they are getting a good deal, which increases the likelihood of them accepting."
30,I want to offer a fair amount to encourage the other player to accept the proposal while still retaining a reasonable sum for myself.
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
