offer,reason
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
30,I want to make a fair offer that the responder is likely to accept while still keeping a significant amount for myself. A 70-30 split could be seen as generous enough for acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,"I want to make a fair offer that incentivizes the other player to accept, while also keeping a reasonable amount for myself."
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to offer a fair amount to encourage acceptance while also keeping a significant portion for myself. A 70/30 split is likely to be seen as reasonable.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
40,I want to make an offer that is fair yet leaves me with a decent amount while maximizing the chances of acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
60,I want to make a fair offer that is likely to be accepted while still allowing me to keep a reasonable amount for myself. Offering a slightly larger portion to the other player could increase the chances of acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is fair enough to encourage acceptance while allowing me to keep a good portion of the money for myself. Offering $30 to the other player seems reasonable and should prompt them to accept.
40,I want to make an offer that is fair enough to encourage acceptance while keeping a reasonable amount for myself. Offering 40 dollars to the other player shows goodwill and increases the likelihood that they will accept the proposal.
30,I want to make a fair offer that the responder is likely to accept while still keeping a significant amount for myself. A 70-30 split could be seen as generous enough for acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to offer a fair amount to encourage the other player to accept the proposal while still retaining a reasonable sum for myself.
40,I want to make an offer that is fair yet leaves me with a decent amount while maximizing the chances of acceptance.
40,"I believe a fair offer that provides the other player with a substantial amount will likely be accepted, while still allowing me to keep a decent amount. Therefore, I will offer an equitable split."
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
30,I want to make an offer that is likely to be accepted while still keeping a reasonable amount for myself. Offering a significant portion to the other player encourages acceptance.
40,"I want to make a fair offer that the responder is likely to accept, while still keeping a significant portion for myself. Offering $40 to the responder allows me to keep $60, which seems reasonable and should incentivize acceptance."
40,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a reasonable amount. Offering 40 dollars to the other player feels like a generous enough sum to encourage acceptance.
